ASSET_ID,SITE_NM,SITE_CD,REGION_CD,LAT,LON,STATUS_CD,TOWER_REG,TOTAL_CAP_MBPS,ALLOC_CAP_MBPS
100248,Mill Creek Hub 23,MSITE-100248,MW-07,42.040581,-88.106748,1,TWR-MW-0248,1000,450
100249,Whitfield Micro-Site 15,MSITE-100249,SW-01,33.065588,-112.447211,1,TWR-SW-0249,500,300
100250,Oakview Node 32,MSITE-100250,NW-03,46.856584,-123.448578,1,TWR-NW-0250,2000,650
100251,Beacon Hub 38,MSITE-100251,NE-04,43.284543,-70.731509,3,TWR-NE-0251,1000,450
100252,Kingsley Rooftop 38,MSITE-100252,SE-02,33.50775,-84.247764,1,TWR-SE-0252,4000,1100
100253,Foxglove Rooftop 24,MSITE-100253,MW-07,42.613988,-86.513129,1,TWR-MW-0253,10000,2750
100254,Stonebridge Rooftop 7,MSITE-100254,SW-01,33.592447,-112.101705,1,TWR-SW-0254,10000,2800
100255,Ashford Node 34,MSITE-100255,NW-03,48.304411,-123.376976,1,TWR-NW-0255,10000,6400
100256,Dunmore Node 5,MSITE-100256,NE-04,42.848165,-71.495313,1,TWR-NE-0256,4000,1000
100257,Harbor Macro Site 39,MSITE-100257,SE-02,34.508814,-83.7441,1,TWR-SE-0257,4000,2750
100258,Lakeshore Hub 11,MSITE-100258,MW-07,41.659397,-86.74375,1,TWR-MW-0258,10000,4150
100259,Granite Hub 90,MSITE-100259,SW-01,34.34565,-112.610335,1,TWR-SW-0259,1000,750
100260,Ashford Micro-Site 28,MSITE-100260,NW-03,48.184582,-122.741101,1,TWR-NW-0260,500,150
100261,Northgate Hub 8,MSITE-100261,NE-04,42.683448,-71.04568,1,TWR-NE-0261,500,100
100262,Crossing Hub 30,MSITE-100262,SE-02,32.9319,-83.315793,1,TWR-SE-0262,10000,5900
100263,Crossing Hub 12,MSITE-100263,MW-07,42.045793,-86.647611,1,TWR-MW-0263,10000,3150
100264,Granite Macro Site 4,MSITE-100264,SW-01,34.425204,-111.188053,1,TWR-SW-0264,500,350
100265,Whitfield Tower 30,MSITE-100265,NW-03,47.252452,-121.898718,1,TWR-NW-0265,500,200
100266,Ashford Hub 44,MSITE-100266,NE-04,42.46052,-71.222926,1,TWR-NE-0266,10000,6650
100267,Fairview Hub 5,MSITE-100267,SE-02,34.171059,-83.606069,1,TWR-SE-0267,500,350
100268,Granite Macro Site 19,MSITE-100268,MW-07,41.327814,-88.191012,1,TWR-MW-0268,2000,900
100269,Oakview Rooftop 22,MSITE-100269,SW-01,33.621891,-111.130149,1,TWR-SW-0269,2000,1100
100270,Beacon Small Cell 2,MSITE-100270,NW-03,46.706956,-121.558947,1,TWR-NW-0270,4000,1050
100271,Ashford Macro Site 33,MSITE-100271,NE-04,42.017032,-70.435279,1,TWR-NE-0271,1000,550
100272,Summit Small Cell 30,MSITE-100272,SE-02,33.77213,-83.749551,1,TWR-SE-0272,10000,7950
100273,Granite Micro-Site 63,MSITE-100273,MW-07,41.685354,-87.024529,1,TWR-MW-0273,4000,2200
100274,Harbor Hub 9,MSITE-100274,SW-01,34.204988,-112.460507,1,TWR-SW-0274,500,250
100275,Stonebridge Macro Site 9,MSITE-100275,NW-03,47.908928,-121.478094,1,TWR-NW-0275,1000,700
100276,Ashford Tower 28,MSITE-100276,NE-04,41.247572,-70.318591,1,TWR-NE-0276,2000,500
100277,Whitfield Rooftop 33,MSITE-100277,SE-02,34.660304,-84.230088,1,TWR-SE-0277,1000,550
100278,Granite Rooftop 27,MSITE-100278,MW-07,41.415739,-87.870394,1,TWR-MW-0278,1000,450
100279,Foxglove Tower 21,MSITE-100279,SW-01,33.29439,-113.047247,2,TWR-SW-0279,2000,1400
100280,Ridge Tower 27,MSITE-100280,NW-03,47.485305,-122.321423,1,TWR-NW-0280,500,150
100281,Mill Creek Macro Site 9,MSITE-100281,NE-04,43.54389,-70.109112,1,TWR-NE-0281,1000,350
100282,Whitfield Small Cell 30,MSITE-100282,SE-02,33.971466,-84.624545,1,TWR-SE-0282,4000,2000
100283,Northgate Hub 22,MSITE-100283,MW-07,42.475365,-86.986672,1,TWR-MW-0283,2000,600
100284,Foxglove Small Cell 11,MSITE-100284,SW-01,34.212995,-112.206465,2,TWR-SW-0284,4000,3050
100285,Harbor Tower 15,MSITE-100285,NW-03,48.448146,-122.2088,1,TWR-NW-0285,2000,850
100286,Beacon Micro-Site 12,MSITE-100286,NE-04,42.120784,-71.767356,1,TWR-NE-0286,10000,6950
100287,Harbor Tower 17,MSITE-100287,SE-02,32.726638,-83.632326,1,TWR-SE-0287,4000,2000
100288,Northgate Hub 11,MSITE-100288,MW-07,41.824042,-87.397514,1,TWR-MW-0288,4000,2500
100289,Riverbend Hub 34,MSITE-100289,SW-01,34.109967,-111.159204,1,TWR-SW-0289,500,300
100290,Ridge Hub 24,MSITE-100290,NW-03,48.670458,-122.615445,1,TWR-NW-0290,1000,500
100291,Mill Creek Hub 18,MSITE-100291,NE-04,43.457243,-70.281976,1,TWR-NE-0291,10000,2850
100292,Oakview Node 21,MSITE-100292,SE-02,34.574163,-85.103311,1,TWR-SE-0292,4000,2350
100293,Northgate Macro Site 39,MSITE-100293,MW-07,43.052142,-87.536727,1,TWR-MW-0293,4000,2500
100294,Kingsley Tower 30,MSITE-100294,SW-01,33.942032,-110.947056,1,TWR-SW-0294,500,200
100295,Ridge Tower 35,MSITE-100295,NW-03,47.234288,-122.112883,1,TWR-NW-0295,4000,1750
100296,Riverbend Small Cell 17,MSITE-100296,NE-04,41.849958,-71.701103,1,TWR-NE-0296,1000,750
100297,Fairview Hub 33,MSITE-100297,SE-02,32.812146,-83.349407,1,TWR-SE-0297,4000,2050
100298,Crossing Rooftop 18,MSITE-100298,MW-07,42.170747,-88.587729,1,TWR-MW-0298,500,200
100299,Beacon Macro Site 2,MSITE-100299,SW-01,34.204319,-111.489145,2,TWR-SW-0299,4000,1400
100300,Foxglove Micro-Site 37,MSITE-100300,NW-03,47.584569,-121.788776,1,TWR-NW-0300,4000,2400
100301,Oakview Tower 1,MSITE-100301,NE-04,43.506456,-69.892325,1,TWR-NE-0301,4000,3000
100302,Stonebridge Macro Site 7,MSITE-100302,SE-02,33.227768,-83.841341,1,TWR-SE-0302,10000,7050
100303,Foxglove Small Cell 20,MSITE-100303,MW-07,41.22558,-88.030376,1,TWR-MW-0303,10000,3550
100304,Lakeshore Macro Site 11,MSITE-100304,SW-01,33.558511,-112.050131,1,TWR-SW-0304,500,300
100305,Ridge Tower 30,MSITE-100305,NW-03,48.166946,-123.073049,1,TWR-NW-0305,2000,500
100306,Crossing Tower 11,MSITE-100306,NE-04,42.789683,-70.314629,1,TWR-NE-0306,1000,600
100307,Foxglove Tower 24,MSITE-100307,SE-02,33.071567,-84.632934,1,TWR-SE-0307,1000,300
100308,Summit Tower 28,MSITE-100308,MW-07,42.31918,-86.96906,1,TWR-MW-0308,500,350
100309,Stonebridge Node 14,MSITE-100309,SW-01,32.950788,-112.539366,1,TWR-SW-0309,4000,3050
100310,Whitfield Hub 31,MSITE-100310,NW-03,48.677043,-122.263518,1,TWR-NW-0310,10000,7750
100311,Willow Small Cell 17,MSITE-100311,NE-04,43.482461,-70.536743,1,TWR-NE-0311,10000,5300
100312,Ridge Macro Site 7,MSITE-100312,SE-02,34.270234,-83.890214,1,TWR-SE-0312,4000,2000
100313,Dunmore Tower 33,MSITE-100313,MW-07,40.708059,-88.761223,1,TWR-MW-0313,2000,900
100314,Riverbend Small Cell 24,MSITE-100314,SW-01,32.376238,-111.815673,1,TWR-SW-0314,2000,1350
100315,Riverbend Node 77,MSITE-100315,NW-03,46.699979,-122.56848,1,TWR-NW-0315,4000,2400
100316,Foxglove Rooftop 33,MSITE-100316,NE-04,42.376023,-71.904438,1,TWR-NE-0316,4000,2350
100317,Beacon Hub 37,MSITE-100317,SE-02,34.938947,-84.871609,1,TWR-SE-0317,10000,6300
100318,Crossing Small Cell 36,MSITE-100318,MW-07,40.777662,-88.763955,1,TWR-MW-0318,500,150
100319,Beacon Small Cell 29,MSITE-100319,SW-01,34.00992,-111.647534,1,TWR-SW-0319,500,200
100320,Willow Rooftop 27,MSITE-100320,NW-03,47.456082,-122.0687,1,TWR-NW-0320,1000,650
100321,Riverbend Node 37,MSITE-100321,NE-04,42.497569,-69.872252,1,TWR-NE-0321,1000,500
100322,Harbor Rooftop 34,MSITE-100322,SE-02,33.360048,-83.567531,1,TWR-SE-0322,10000,7350
100323,Summit Micro-Site 21,MSITE-100323,MW-07,41.216288,-86.594472,1,TWR-MW-0323,500,250
100324,Willow Micro-Site 11,MSITE-100324,SW-01,34.018694,-113.237353,1,TWR-SW-0324,10000,3200
100325,Willow Tower 27,MSITE-100325,NW-03,47.684943,-121.928887,1,TWR-NW-0325,500,200
100326,Ashford Hub 37,MSITE-100326,NE-04,42.271795,-71.534952,1,TWR-NE-0326,500,100
100327,Harbor Hub 68,MSITE-100327,SE-02,34.755894,-84.226182,1,TWR-SE-0327,2000,1250
100328,Crossing Micro-Site 25,MSITE-100328,MW-07,41.131,-88.36696,1,TWR-MW-0328,10000,6900
100329,Beacon Hub 3,MSITE-100329,SW-01,32.740997,-112.641254,1,TWR-SW-0329,2000,950
100330,Dunmore Node 1,MSITE-100330,NW-03,47.722486,-121.482774,1,TWR-NW-0330,2000,850
100331,Whitfield Tower 27,MSITE-100331,NE-04,42.141631,-71.404235,1,TWR-NE-0331,2000,1000
100332,Harbor Macro Site 32,MSITE-100332,SE-02,33.866133,-84.91783,1,TWR-SE-0332,10000,7050
100333,Fairview Node 27,MSITE-100333,MW-07,42.090446,-86.504659,1,TWR-MW-0333,2000,850
100334,Ridge Macro Site 13,MSITE-100334,SW-01,32.801651,-112.86345,1,TWR-SW-0334,10000,6550
100335,Cedar Micro-Site 32,MSITE-100335,NW-03,48.056884,-121.203209,1,TWR-NW-0335,1000,300
100336,Stonebridge Micro-Site 35,MSITE-100336,NE-04,41.827339,-71.021604,1,TWR-NE-0336,1000,400
100337,Riverbend Rooftop 17,MSITE-100337,SE-02,34.023003,-83.571752,1,TWR-SE-0337,1000,250
100338,Dunmore Rooftop 20,MSITE-100338,MW-07,41.058077,-87.874654,1,TWR-MW-0338,4000,2800
100339,Mill Creek Small Cell 21,MSITE-100339,SW-01,33.847885,-112.209102,1,TWR-SW-0339,1000,650
100340,Cedar Rooftop 1,MSITE-100340,NW-03,48.731995,-123.100536,1,TWR-NW-0340,10000,3950
100341,Whitfield Micro-Site 17,MSITE-100341,NE-04,43.122316,-71.325223,1,TWR-NE-0341,4000,2850
100342,Willow Hub 34,MSITE-100342,SE-02,34.336931,-84.962275,1,TWR-SE-0342,1000,650
100343,Lakeshore Tower 2,MSITE-100343,MW-07,42.691671,-87.922463,1,TWR-MW-0343,10000,6450
100344,Oakview Node 2,MSITE-100344,SW-01,32.340989,-112.454265,1,TWR-SW-0344,2000,1550
100345,Foxglove Node 15,MSITE-100345,NW-03,47.952271,-121.96014,1,TWR-NW-0345,1000,450
100346,Foxglove Small Cell 32,MSITE-100346,NE-04,43.510868,-69.937811,1,TWR-NE-0346,2000,1450
100347,Mill Creek Small Cell 15,MSITE-100347,SE-02,33.754338,-83.321437,1,TWR-SE-0347,500,350
100348,Lakeshore Hub 3,MSITE-100348,MW-07,41.319624,-86.624521,1,TWR-MW-0348,4000,2450
100349,Harbor Macro Site 36,MSITE-100349,SW-01,32.507438,-111.695471,1,TWR-SW-0349,10000,2650
100350,Riverbend Hub 39,MSITE-100350,NW-03,47.747147,-122.810812,1,TWR-NW-0350,4000,1150
100351,Beacon Node 36,MSITE-100351,NE-04,41.987898,-71.688832,3,TWR-NE-0351,2000,750
100352,Ashford Small Cell 2,MSITE-100352,SE-02,33.393687,-83.756192,1,TWR-SE-0352,2000,1250
100353,Willow Micro-Site 10,MSITE-100353,MW-07,41.422652,-87.290402,1,TWR-MW-0353,2000,1050
100354,Kingsley Small Cell 35,MSITE-100354,SW-01,33.661544,-111.702865,1,TWR-SW-0354,1000,550
100355,Oakview Macro Site 11,MSITE-100355,NW-03,46.524642,-121.322557,1,TWR-NW-0355,500,150
100356,Fairview Node 5,MSITE-100356,NE-04,41.176715,-69.899734,1,TWR-NE-0356,1000,400
100357,Northgate Tower 35,MSITE-100357,SE-02,33.062133,-84.918682,1,TWR-SE-0357,4000,3150
100358,Fairview Micro-Site 14,MSITE-100358,MW-07,41.868769,-88.074434,1,TWR-MW-0358,2000,1550
100359,Summit Micro-Site 12,MSITE-100359,SW-01,33.729819,-112.895066,1,TWR-SW-0359,2000,850
100360,Harbor Node 27,MSITE-100360,NW-03,48.135929,-121.582313,1,TWR-NW-0360,4000,1900
100361,Lakeshore Hub 33,MSITE-100361,NE-04,41.972868,-71.899145,1,TWR-NE-0361,1000,500
100362,Lakeshore Small Cell 15,MSITE-100362,SE-02,34.547302,-84.716495,1,TWR-SE-0362,4000,1400
100363,Granite Hub 4,MSITE-100363,MW-07,43.002829,-87.990192,1,TWR-MW-0363,2000,1250
100364,Summit Rooftop 14,MSITE-100364,SW-01,32.327205,-111.861946,1,TWR-SW-0364,1000,650
100365,Lakeshore Macro Site 7,MSITE-100365,NW-03,47.118389,-122.102387,1,TWR-NW-0365,10000,4450
100366,Granite Rooftop 53,MSITE-100366,NE-04,41.474956,-70.429697,1,TWR-NE-0366,4000,1450
100367,Crossing Small Cell 85,MSITE-100367,SE-02,34.261127,-84.104866,1,TWR-SE-0367,500,150
100368,Riverbend Tower 6,MSITE-100368,MW-07,41.268404,-88.110898,1,TWR-MW-0368,1000,350
100369,Fairview Rooftop 9,MSITE-100369,SW-01,34.423522,-112.203987,1,TWR-SW-0369,1000,400
100370,Granite Macro Site 40,MSITE-100370,NW-03,47.449556,-121.528479,1,TWR-NW-0370,10000,5750
100371,Dunmore Hub 35,MSITE-100371,NE-04,43.288553,-69.971156,1,TWR-NE-0371,2000,1250
100372,Ashford Rooftop 40,MSITE-100372,SE-02,33.765348,-84.69215,1,TWR-SE-0372,1000,550
100373,Willow Hub 21,MSITE-100373,MW-07,42.027205,-87.739101,1,TWR-MW-0373,10000,4300
100374,Riverbend Node 33,MSITE-100374,SW-01,34.348071,-110.996633,1,TWR-SW-0374,10000,5900
100375,Cedar Small Cell 4,MSITE-100375,NW-03,47.377334,-122.955681,1,TWR-NW-0375,4000,1300
100376,Kingsley Small Cell 64,MSITE-100376,NE-04,41.577327,-72.088759,1,TWR-NE-0376,2000,900
100377,Ridge Macro Site 21,MSITE-100377,SE-02,32.813618,-83.554122,1,TWR-SE-0377,1000,750
100378,Foxglove Node 34,MSITE-100378,MW-07,42.843596,-87.130825,1,TWR-MW-0378,1000,650
100379,Kingsley Rooftop 22,MSITE-100379,SW-01,33.813829,-111.204219,1,TWR-SW-0379,500,350
100380,Cedar Hub 23,MSITE-100380,NW-03,46.818651,-122.167164,1,TWR-NW-0380,10000,7350
100381,Ridge Small Cell 37,MSITE-100381,NE-04,41.64773,-71.870907,2,TWR-NE-0381,500,150
100382,Lakeshore Macro Site 27,MSITE-100382,SE-02,34.358115,-85.225182,1,TWR-SE-0382,4000,2550
100383,Mill Creek Node 31,MSITE-100383,MW-07,41.984461,-88.411524,1,TWR-MW-0383,500,150
100384,Stonebridge Small Cell 39,MSITE-100384,SW-01,34.365712,-111.338931,1,TWR-SW-0384,10000,5050
100385,Oakview Hub 33,MSITE-100385,NW-03,47.243494,-121.535514,1,TWR-NW-0385,2000,850
100386,Ridge Small Cell 2,MSITE-100386,NE-04,41.342407,-71.147068,1,TWR-NE-0386,1000,250
100387,Dunmore Micro-Site 51,MSITE-100387,SE-02,34.384908,-85.172613,1,TWR-SE-0387,500,150
100388,Granite Rooftop 3,MSITE-100388,MW-07,41.748223,-87.734154,1,TWR-MW-0388,2000,1550
100389,Dunmore Small Cell 31,MSITE-100389,SW-01,33.152433,-111.633067,1,TWR-SW-0389,10000,3350
100390,Foxglove Micro-Site 25,MSITE-100390,NW-03,48.699929,-123.210918,1,TWR-NW-0390,2000,600
100391,Mill Creek Macro Site 2,MSITE-100391,NE-04,41.886827,-70.816832,1,TWR-NE-0391,500,300
100392,Kingsley Rooftop 7,MSITE-100392,SE-02,32.728495,-84.48563,1,TWR-SE-0392,1000,300
100393,Lakeshore Micro-Site 22,MSITE-100393,MW-07,41.227361,-88.045894,1,TWR-MW-0393,4000,1150
100394,Granite Node 38,MSITE-100394,SW-01,34.172868,-112.583201,1,TWR-SW-0394,10000,5500
100395,Crossing Small Cell 6,MSITE-100395,NW-03,48.037972,-123.466358,2,TWR-NW-0395,2000,1050
100396,Cedar Hub 13,MSITE-100396,NE-04,42.901475,-72.224162,1,TWR-NE-0396,1000,550
100397,Harbor Rooftop 39,MSITE-100397,SE-02,33.278489,-85.008689,1,TWR-SE-0397,2000,1550
100398,Lakeshore Small Cell 25,MSITE-100398,MW-07,42.167128,-88.33712,1,TWR-MW-0398,4000,1100
100399,Mill Creek Micro-Site 20,MSITE-100399,SW-01,33.104873,-113.196676,1,TWR-SW-0399,2000,700
100400,Foxglove Macro Site 36,MSITE-100400,NW-03,47.136967,-122.464375,1,TWR-NW-0400,4000,2300
100401,Dunmore Hub 19,MSITE-100401,NE-04,42.554824,-71.835836,1,TWR-NE-0401,500,150
100402,Ridge Hub 10,MSITE-100402,SE-02,33.285874,-84.740734,1,TWR-SE-0402,4000,2700
100403,Harbor Tower 24,MSITE-100403,MW-07,42.345296,-88.610024,1,TWR-MW-0403,4000,2550
100404,Willow Rooftop 25,MSITE-100404,SW-01,34.315604,-112.506402,1,TWR-SW-0404,500,150
100405,Crossing Micro-Site 22,MSITE-100405,NW-03,47.349023,-121.394117,2,TWR-NW-0405,10000,3350
100406,Oakview Small Cell 35,MSITE-100406,NE-04,41.990838,-69.898366,1,TWR-NE-0406,500,200
101187,Granite Hill Macro Site,MSITE-101187,NE-04,42.4123,-71.2014,1,TWR-GH-1180,1000,300
102954,Fairview Ridge Tower,MSITE-102954,SE-02,33.8127,-84.4519,1,TWR-FR-3391,1000,450
103301,Lakeshore North Hub,MSITE-103301,MW-07,41.9622,-87.651,1,TWR-LN-5502,1000,350
104432,Riverside Crossing Tower,MSITE-104432,NE-04,42.371944,-71.086111,1,TWR-RC-2214,1000,300
105620,Dunmore Rooftop 3,MSITE-105620,SW-01,33.5011,-112.1114,1,TWR-DM-7714,1000,300
106018,Whitfield Summit Tower,MSITE-106018,NW-03,47.6648,-122.3019,1,TWR-WS-8827,4000,2100
